Station_Name,STATION_ID,Lat,Long,error_in_m,datum_period,station_datum,navd88,mhhw,mhw,mtl,msl,dtl,mlw,mllw,gt,mn
"LIMEHOUSE BRIDGE, STONO RIVER",8665475,32.7867,-80.105,0.0148,07/01/1977 - 10/31/1977,NA,1.814,2.634,2.538,1.687,1.85,1.698,0.836,0.761,1.873,1.702
"FIELDS LANDING, HUMBOLDT BAY",9418723,40.7233,-124.222,0.0108,12/01/2010 - 02/28/2011,NA,0.684,2.643,2.426,1.674,1.672,1.592,0.922,0.541,2.101,1.505
"MARE IS.NAVAL SHIPYARD,CARQUINEZ STRAIT",9415218,38.07,-122.25,0.0069,10/01/2006 - 09/30/2012,NA,0.782,2.647,2.475,1.829,1.828,1.77,1.184,0.892,1.755,1.292
"OAK ISLAND, ATLANTIC OCEAN",8659182,33.9017,-78.0817,0.0142,06/01/1996 - 05/31/1997,NA,1.994,2.653,2.539,1.819,1.824,1.85,1.098,1.048,1.605,1.44
"KEYPORT, RARITAN BAY",8531545,40.44,-74.1983,0.0117,03/01/1976 - 11/30/1976,NA,1.845,2.656,2.555,1.785,1.814,1.804,1.016,0.951,1.704,1.539
"MONTEREY, MONTEREY HARBOR",9413450,36.605,-121.888,0,01/01/1983 - 12/31/2001,NA,0.988,2.657,2.443,1.904,1.893,1.844,1.364,1.031,1.627,1.079
"NEWPORT BEACH, NEWPORT BAY ENTRANCE",9410580,33.6033,-117.883,0.0022,01/01/1980 - 12/31/1993,NA,1.071,2.665,2.44,1.868,1.861,1.841,1.295,1.016,1.649,1.145
HALFMOON ISLAND,8720093,30.5767,-81.6083,0.0211,07/01/1978 - 08/31/1978,NA,2.085,2.676,2.62,1.986,2.069,1.983,1.351,1.29,1.385,1.269
TOOGOODOO CREEK,8666433,32.6683,-80.2933,0.014,11/01/1977 - 10/31/1978,NA,1.763,2.682,2.563,1.594,1.73,1.624,0.625,0.565,2.117,1.938
"SAUSALITO, SAN FRANCISCO BAY",9414806,37.8467,-122.477,0.0089,11/01/1977 - 10/31/1979,NA,0.903,2.69,2.507,1.905,1.89,1.822,1.303,0.955,1.735,1.204
"CHESTER, BELLS RIVER",8720023,30.6833,-81.5333,0.0129,02/01/1978 - 04/30/1978,NA,1.804,2.7,2.594,1.639,1.691,1.66,0.684,0.62,2.08,1.91
"PORT CHICAGO, SUISUN BAY",9415144,38.056,-122.0395,0,01/01/1983 - 12/31/2001,NA,0.88,2.713,2.558,1.999,1.996,1.964,1.441,1.215,1.498,1.117
"ST SIMONS LIGHTHOUSE, ST SIMONS ISLAND",8677344,31.1317,-81.3967,0.0053,11/01/1999 - 10/31/2008,NA,1.809,2.713,2.6,1.591,1.605,1.616,0.582,0.519,2.195,2.018
ROSES BLUFF,8720007,30.7033,-81.5767,0.0143,02/01/1985 - 02/28/1985,NA,1.856,2.718,2.613,1.67,1.726,1.694,0.727,0.671,2.047,1.885
STEAMBOAT CREEK LANDING,8667075,32.6033,-80.2867,0.0136,05/01/1977 - 04/30/1978,NA,1.839,2.723,2.613,1.696,1.798,1.718,0.778,0.714,2.009,1.836
"CARTER'S DOCK, BIG BAY CREEK",8667679,32.4933,-80.3267,0.0138,03/01/1976 - 02/28/1977,NA,1.844,2.726,2.616,1.705,1.763,1.73,0.795,0.735,1.991,1.821
"JOHNSON'S CREEK, HARBOR ISLAND",8668227,32.3917,-80.4383,0.0143,03/01/1975 - 02/29/1976,NA,1.883,2.762,2.643,1.747,1.786,1.777,0.851,0.792,1.971,1.792
"SAMOA, HUMBOLDT BAY",9418817,40.8267,-124.18,0.0118,12/01/2010 - 02/28/2011,NA,0.741,2.767,2.548,1.733,1.737,1.644,0.917,0.522,2.245,1.631
"OYSTER LANDING, CRAB HAUL CREEK",8662245,33.3517,-79.1867,0.0069,09/01/2004 - 08/31/2010; 01/01/2012 - 12/31/2013; 01/01/2015 - 12/31/2015,NA,2.04,2.772,2.665,1.969,2.032,1.993,1.272,1.215,1.557,1.393
"SHELTON, HOUSATONIC RIVER",8466573,41.3017,-73.0717,0.0168,07/01/1993 - 08/31/1993,NA,1.576,2.784,2.676,1.607,1.554,1.625,0.538,0.467,2.317,2.137
"NEW RIVER, ROUTE 170 BRIDGE",8669072,32.2367,-81.0117,0.0172,08/01/1979 - 02/29/1980,NA,2.037,2.791,2.757,2.25,2.389,2.214,1.742,1.637,1.153,1.015
"EDISTO BEACH, EDISTO ISLAND",8667630,32.5017,-80.2967,0.0094,05/01/1977 - 04/30/1979,NA,1.92,2.795,2.676,1.8,1.824,1.828,0.925,0.861,1.934,1.751
COMBAHEE RIVER AT US HWY. 17,8666659,32.6517,-80.6833,0.0156,02/01/1976 - 12/31/1976,NA,1.952,2.82,2.742,2.006,2.141,2.007,1.27,1.194,1.627,1.473
"BRIDGEPORT, BRIDGEPORT HARBOR",8467150,41.1733,-73.1817,0,01/01/1983 - 12/31/2001,NA,1.775,2.835,2.733,1.705,1.708,1.719,0.678,0.604,2.231,2.055
"LOS ANGELES, OUTER HARBOR",9410660,33.72,-118.272,0,01/01/1983 - 12/31/2001,NA,1.229,2.84,2.615,2.034,2.028,2.003,1.453,1.167,1.674,1.162
"EDISTO RIVER, SOUTH OF PENNY CREEK",8666017,32.715,-80.4367,0.0191,10/01/1978 - 01/31/1979,NA,1.875,2.84,2.766,2.009,2.145,2.006,1.251,1.171,1.669,1.515
"MAD RIVER SLOUGH, ARCATA BAY",9418865,40.865,-124.148,0.0185,12/01/1978 - 03/31/1979,NA,0.826,2.847,2.626,1.779,1.816,1.684,0.931,0.521,2.326,1.695
PETALUMA RIVER ENTRANCE,9415252,38.1117,-122.498,0.0141,04/01/2014 - 06/30/2014,NA,0.93,2.851,2.687,1.996,2.003,1.935,1.305,1.019,1.832,1.382
"CHURCH FLATS, STONO RIVER",8665763,32.7467,-80.165,0.0137,02/01/1977 - 01/31/1978,NA,1.951,2.857,2.755,1.784,1.971,1.801,0.813,0.745,2.113,1.941
"CHATHAM, LYDIA COVE",8447435,41.688472,-69.951083,0.012,09/01/2015 - 08/31/2016,NA,2.039,2.86,2.746,1.992,2.024,2.02,1.238,1.181,1.679,1.509
SAQUATUCKET HARBOR,8447495,41.6683,-70.0567,0.0165,05/01/1993 - 09/30/1993,NA,2.326,2.863,2.758,2.19,2.22,2.201,1.623,1.538,1.326,1.135
ATLANTIC BEACH TRIPLE S PIER,8656590,34.6933,-76.7117,0.0117,06/01/1999 - 05/31/2000,NA,2.362,2.869,2.765,2.209,2.215,2.237,1.652,1.605,1.263,1.113
"SANDBLASTERS, PENNY'S CREEK",8665589,32.77,-80.0633,0.0159,05/01/1974 - 07/31/1974,NA,2.118,2.872,2.788,1.986,2.13,1.986,1.184,1.1,1.773,1.604
"LOWER TOPSAW LANDING, PEE DEE RIVER",8661299,33.6083,-79.1517,0.0144,01/01/1982 - 07/31/1982,NA,2.014,2.882,2.86,2.714,2.743,2.709,2.568,2.537,0.345,0.292
"HO-NON-WAH BOYSCOUT CAMP, BOHICKET CR",8666918,32.625,-80.1667,0.0175,10/01/1982 - 12/31/1982,NA,2.029,2.885,2.776,1.873,1.975,1.896,0.97,0.906,1.979,1.806
"PORTSMOUTH, NORFOLK NAVAL SHIPYARD",8638660,36.8217,-76.2933,0.0055,01/01/1979 - 12/31/1986,NA,2.486,2.886,2.822,2.402,2.404,2.413,1.982,1.94,0.946,0.84
NEW ROCHELLE,8518490,40.8933,-73.7817,0.0094,01/01/1980 - 12/31/1981,NA,1.766,2.897,2.788,1.677,1.681,1.692,0.566,0.487,2.41,2.222
"WANDO RIVER ENTRANCE, HOBCAW POINT",8665192,32.8217,-79.9,0.0106,01/01/1977 - 12/31/1977,NA,2.064,2.899,2.79,1.97,2.011,1.996,1.149,1.093,1.807,1.642
"SAN DIEGO, SAN DIEGO BAY",9410170,32.71419,-117.173583,0,01/01/1983 - 12/31/2001,NA,1.287,2.9,2.675,2.058,2.052,2.028,1.441,1.155,1.745,1.234
"YEAMANS HALL, GOOSE CREEK",8664541,32.925,-79.9867,0.0122,02/01/1979 - 01/31/1980,NA,2.066,2.904,2.818,2.035,2.196,2.038,1.251,1.171,1.733,1.567
"ATLANTIC CITY, ATLANTIC OCEAN",8534720,39.355,-74.4183,0,01/01/1983 - 12/31/2001,NA,2.308,2.914,2.787,2.175,2.186,2.213,1.563,1.511,1.403,1.224
"VENTNOR CITY, FISHING PIER",8534770,39.335,-74.4767,0.0066,01/01/1986 - 12/31/1991,NA,2.304,2.918,2.79,2.175,2.185,2.213,1.56,1.507,1.411,1.23
"PORT SAN LUIS, SAN LUIS OBISPO BAY",9412110,35.1767,-120.76,0,01/01/1983 - 12/31/2001,NA,1.32,2.919,2.704,2.159,2.149,2.108,1.613,1.296,1.623,1.09
"DAWHOO BRIDGE, DAWHOO RIVER",8666799,32.6367,-80.3417,0.0141,05/01/1977 - 04/30/1978,NA,1.992,2.934,2.828,1.888,1.998,1.909,0.949,0.885,2.049,1.879
STATION CREEK,8668601,32.325,-80.6017,0.0142,03/01/1978 - 02/28/1979,NA,1.893,2.94,2.817,1.775,1.813,1.803,0.733,0.666,2.275,2.084
"PENSACOLA, PENSACOLA BAY",8729840,30.4044,-87.2112,0,01/01/1983 - 12/31/2001,NA,2.667,2.952,2.943,2.76,2.757,2.761,2.578,2.569,0.383,0.365
"LA JOLLA, PACIFIC OCEAN",9410230,32.8667,-117.258,0,01/01/1983 - 12/31/2001,NA,1.389,2.955,2.733,2.17,2.163,2.143,1.607,1.331,1.624,1.126
"HIGHWAY 171 BRIDGE, FOLLY CREEK",8665424,32.675,-79.9517,0.0112,10/01/1975 - 09/30/1976,NA,2.15,2.956,2.839,2.014,2.053,2.044,1.189,1.132,1.824,1.65
WILMINGTON BEACH,8658559,34.0317,-77.8933,0.0167,03/01/1977 - 06/30/1977,NA,2.429,2.96,2.856,2.215,2.213,2.244,1.574,1.527,1.434,1.282
"POINT REYES, DRAKES BAY",9415020,37.9961,-122.9767,0,01/01/1983 - 12/31/2001,NA,1.214,2.964,2.76,2.164,2.152,2.085,1.567,1.206,1.758,1.193
"PIER 22 1/2, SAN FRANCISCO",9414317,37.79,-122.387,0.0139,10/01/1978 - 10/31/1978,NA,1.068,2.97,2.779,2.091,2.057,2.016,1.403,1.062,1.908,1.375
"BEN SAWYER BRIDGE, IWW",8665567,32.7733,-79.8417,0.0129,07/01/1976 - 09/30/1976,NA,2.223,2.97,2.856,2.086,2.113,2.115,1.317,1.26,1.711,1.539
"RINCON ISLAND, PACIFIC OCEAN",9411270,34.3483,-119.443,0.0039,11/01/1979 - 10/31/1990,NA,1.347,2.981,2.751,2.185,2.178,2.149,1.618,1.317,1.664,1.133
"RIVERSIDE, MERRIMACK RIVER",8440889,42.7633,-71.0767,0.0269,07/01/1989 - 09/30/1989,NA,1.487,2.988,2.847,1.975,1.914,2.027,1.104,1.067,1.921,1.743
"I-95 BRIDGE, HOUSATONIC RIVER",8466797,41.2033,-73.1117,0.0129,06/01/1993 - 08/31/1993,NA,1.937,2.998,2.896,1.893,1.883,1.907,0.89,0.816,2.182,2.006
BATTERY CREEK,8668092,32.4133,-80.7,0.0127,03/01/1978 - 02/28/1979,NA,1.851,3.001,2.88,1.716,1.82,1.746,0.551,0.49,2.51,2.329
PORT WENTWORTH,8670424,32.1433,-81.1417,0.0179,05/01/2002 - 07/31/2002,NA,1.786,3.024,2.932,1.692,1.813,1.706,0.452,0.389,2.635,2.48
"ALAMEDA, SAN FRANCISCO BAY",9414750,37.771667,-122.298333,0,01/01/1983 - 12/31/2001,NA,1.086,3.027,2.838,2.099,2.067,2.022,1.361,1.016,2.01,1.476
"MIDDLETOWN, CONNECTICUT RIVER",8464336,41.56,-72.645,0.0165,06/01/1987 - 09/30/1987; 06/01/1988 - 09/30/1988,NA,2.449,3.033,2.958,2.627,2.637,2.648,2.296,2.263,0.77,0.662
"NEAH BAY, STRAIT OF JUAN DE FUCA",9443090,48.36667,-124.611667,0,01/01/1983 - 12/31/2001,NA,0.866,3.035,2.778,1.937,1.925,1.823,1.096,0.61,2.425,1.681
HAVERSTRAW BAY,8518924,41.2183,-73.9633,0.0097,01/01/1982 - 12/31/1983,NA,2.427,3.047,2.962,2.47,2.477,2.487,1.979,1.927,1.12,0.983
"EUREKA SLOUGH, HUMBOLDT BAY",9418802,40.8067,-124.142,0.0181,04/01/1978 - 09/30/1978,NA,1.041,3.059,2.835,2.016,2.017,1.933,1.197,0.806,2.254,1.638
"GLEN COVE YACHT CLUB, LONG ISLAND",8516614,40.8633,-73.655,0.0162,06/01/1990 - 08/31/1990,NA,1.928,3.061,2.95,1.842,1.844,1.862,0.734,0.663,2.398,2.216
"WIGGINS, CHEHAW RIVER",8667074,32.6017,-80.5417,0.0151,08/01/1978 - 07/31/1979,NA,2.256,3.108,3.018,2.099,2.283,2.104,1.179,1.099,2.01,1.839
LOWER TOOGOODOO CREEK,8666131,32.7033,-80.2783,0.0201,04/01/1978 - 06/30/1978,NA,2.168,3.11,3.002,1.977,2.174,1.994,0.952,0.878,2.233,2.05
"RED BLUFF, HUMBOLDT BAY",9418739,40.74,-124.212,0.0178,05/01/1978 - 10/31/1978,NA,1.221,3.113,2.898,2.166,2.17,2.087,1.433,1.061,2.052,1.465
FORTESCUE CREEK,8536931,39.2383,-75.175,0.0207,06/01/1984 - 07/31/1984,NA,2.157,3.135,3.011,2.119,2.149,2.155,1.227,1.175,1.96,1.783
"PORT ROYAL PLTN., HILTON HEAD",8669167,32.22,-80.6683,0.0204,07/01/1979 - 08/31/1979,NA,2.192,3.156,3.013,2.085,2.109,2.123,1.156,1.089,2.066,1.858
WACCAMAW RIVER ENTRANCE,8662931,33.3667,-79.255,0.0125,10/01/1977 - 09/30/1978,NA,2.5,3.157,3.078,2.529,2.554,2.553,1.98,1.948,1.208,1.098
TRENTON MARINE TERMINAL,8539993,40.1883,-74.755,0.0076,01/01/1979 - 12/31/1988,NA,1.699,3.187,3.077,1.831,1.887,1.855,0.585,0.524,2.664,2.492
OCEAN CITY INLET,8570283,38.32833,-75.091667,0.0058,08/01/2002 - 07/31/2008; 04/01/2009 - 03/31/2012,NA,2.948,3.2,3.139,2.818,2.839,2.824,2.498,2.449,0.751,0.641
"PHILADELPHIA (USCG STA.), DELAWARE RIVER",8545240,39.933333,-75.141667,6.00E-04,04/01/1995 - 03/31/2012,NA,2.11,3.204,3.082,2.152,2.228,2.184,1.223,1.165,2.039,1.86
"PHILADELPHIA (PIER 11 NORTH), DEL. RIVER",8545530,39.9533,-75.1383,0.0054,01/01/1979 - 12/31/1988,NA,2.12,3.213,3.095,2.144,2.202,2.173,1.192,1.133,2.08,1.903
"CRESCENT CITY, PACIFIC OCEAN",9419750,41.745,-124.183,0,01/01/1983 - 12/31/2001,NA,1.24,3.219,3.024,2.264,2.254,2.172,1.504,1.124,2.095,1.52
"SITKA DOCK, COOS BAY",9432879,43.3767,-124.297,0.0117,09/01/1982 - 09/30/1982,NA,1.045,3.22,3.017,2.137,2.14,2.044,1.257,0.867,2.353,1.761
"ASTORIA, YOUNGS BAY",9439026,46.1717,-123.842,0.0128,07/01/1981 - 07/31/1981,NA,0.595,3.225,3.012,1.968,1.969,1.884,0.924,0.544,2.681,2.089
"SAMS POINT, LUCY POINT CREEK",8667733,32.4833,-80.6,0.0136,06/01/1978 - 02/28/1979,NA,2.315,3.274,3.165,2.151,2.274,2.171,1.137,1.069,2.205,2.027
"OAKLAND INNER HARBOR, SAN FRANCISCO BAY",9414764,37.795,-122.282,0.0114,02/01/2011 - 04/30/2011,NA,1.384,3.288,3.1,2.391,2.36,2.317,1.683,1.346,1.941,1.416
EVERETT,9447659,47.98,-122.223,0.017,12/01/1995 - 01/31/1996,NA,0.54,3.3,3.034,1.904,1.896,1.609,0.774,-0.08,3.381,2.259
"ASTORIA, TONGUE POINT, COLUMBIA RIVER",9439040,46.20731,-123.768306,0,01/01/1983 - 12/31/2001,NA,0.615,3.305,3.099,2.068,2.054,1.993,1.036,0.681,2.624,2.062
"SHELDON, HUSPA CREEK",8667172,32.5833,-80.7833,0.0185,07/01/1979 - 06/30/1980,NA,2.091,3.305,3.18,1.95,2.142,1.987,0.721,0.668,2.637,2.459
"HAMMOND, COLUMBIA RIVER",9439011,46.2017,-123.945,0.0088,05/01/2012 - 04/30/2014,NA,0.78,3.309,3.093,2.12,2.098,2.036,1.146,0.763,2.546,1.947
PORT JEFFERSON,8514560,40.95,-73.0767,0.0072,10/01/1981 - 09/30/1992,NA,2.292,3.341,3.243,2.236,2.233,2.25,1.228,1.16,2.181,2.015
"BERKELEY,S.F.BAY",9414816,37.865,-122.307,0.015,07/01/1979 - 08/31/1979,NA,1.448,3.348,3.16,2.498,2.488,2.418,1.835,1.488,1.861,1.324
"FORT PULASKI, SAVANNAH RIVER",8670870,32.0333,-80.9017,0,01/01/1983 - 12/31/2001,NA,2.301,3.353,3.239,2.185,2.23,2.209,1.131,1.066,2.287,2.108
BEAUFORT,8667999,32.43,-80.675,0.0073,01/01/1978 - 12/31/1984,NA,2.283,3.365,3.248,2.123,2.25,2.149,0.998,0.933,2.432,2.251
"BAILEYS LANDING, OKATEE RIVER",8668482,32.3467,-80.89,0.0143,03/01/1978 - 02/28/1979,NA,2.164,3.366,3.239,2.007,2.142,2.035,0.774,0.703,2.663,2.466
MILFORD HARBOR,8466442,41.2183,-73.055,0.0122,11/01/1987 - 02/29/1988,NA,2.375,3.366,3.266,2.303,2.304,2.316,1.34,1.265,2.101,1.926
"EDIZ HOOK, PORT ANGELES",9444122,48.14,-123.413,0.0185,05/01/1976 - 04/30/1977,NA,1.334,3.372,3.163,2.542,2.519,2.305,1.921,1.237,2.136,1.243
JENKINS CREEK,8667982,32.44,-80.5533,0.0185,03/01/1981 - 05/31/1981,NA,2.375,3.375,3.264,2.227,2.316,2.251,1.19,1.127,2.247,2.074
"AIRY HALL, ASHEPOO RIVER",8666749,32.6317,-80.4717,0.0171,05/01/1981 - 10/31/1981,NA,2.72,3.399,3.349,2.732,2.818,2.724,2.116,2.049,1.35,1.233
"DISTANT ISLAND CREEK, UPPER END",8668155,32.4017,-80.6533,0.013,03/01/1980 - 02/28/1981,NA,2.288,3.405,3.289,2.235,2.283,2.281,1.181,1.156,2.248,2.108
"LOBECO, WHALE BRANCH, COOSAW RIVER",8667411,32.5733,-80.745,0.014,03/01/1978 - 02/28/1979,NA,2.281,3.409,3.291,2.111,2.282,2.138,0.93,0.867,2.542,2.361
"SEAVEY ISLAND, PORTSMOUTH HARBOR",8419870,43.08,-70.7417,0.0145,11/01/2000 - 10/31/2001,NA,2.126,3.411,3.286,2.05,2.068,2.064,0.815,0.717,2.694,2.471
"POINT OF PINES, N. EDISTO R.",8667178,32.585,-80.2283,0.0129,06/01/1978 - 04/30/1979,NA,2.583,3.413,3.303,2.441,2.512,2.465,1.578,1.516,1.896,1.725
"CHARLESTON, COOS BAY",9432780,43.345,-124.322,0,01/01/1983 - 04/30/1991; 10/01/1991 - 12/31/2001,NA,1.298,3.469,3.266,2.399,2.39,2.308,1.533,1.146,2.323,1.733
NORTH JETTY,9440574,46.2733,-124.072,0.0154,07/01/1983 - 10/31/1983,NA,1.187,3.471,3.266,2.375,2.356,2.29,1.484,1.11,2.362,1.782
"BLAINE, DRAYTON HARBOR",9449679,48.9917,-122.765,0.0115,05/01/1974 - 04/30/1975,NA,0.878,3.473,3.211,2.295,2.238,2.02,1.378,0.568,2.904,1.833
"RYE BEACH, AMUSEMENT PARK",8518091,40.9617,-73.6717,0.0119,04/01/1988 - 02/28/1989,NA,2.349,3.494,3.384,2.273,2.278,2.291,1.162,1.089,2.405,2.223
"VIRGINIA BEACH, RUDEE INLET",8639208,36.8317,-75.9683,0.0226,09/01/1975 - 10/31/1975,NA,3.155,3.522,3.436,2.936,2.949,2.96,2.435,2.398,1.125,1
"CUSHING ISLAND, CASCO BAY",8417997,43.645,-70.1983,0.0114,09/01/1979 - 09/30/1979,NA,1.95,3.535,3.405,2.03,2.04,2.041,0.655,0.547,2.989,2.75
DEPOE BAY,9435827,44.81,-124.058,0.0047,01/01/1974 - 12/31/1983,NA,1.229,3.547,3.331,2.392,2.382,2.291,1.454,1.036,2.511,1.877
"DAUFUSKIE LANDING, NEW RIVER",8669691,32.1033,-80.895,0.011,09/01/1979 - 08/31/1980,NA,2.52,3.56,3.447,2.378,2.458,2.402,1.308,1.244,2.317,2.139
TRINIDAD HARBOR,9419059,41.0567,-124.147,0.0079,09/01/1983 - 08/31/1987,NA,1.594,3.568,3.361,2.624,2.617,2.543,1.888,1.517,2.052,1.473
"BLUFF POINT, WADMALAW RIVER",8666699,32.6467,-80.2567,0.0136,10/01/1977 - 09/30/1978,NA,2.706,3.584,3.476,2.542,2.66,2.564,1.608,1.543,2.042,1.868
"SAN FRANCISCO, SAN FRANCISCO BAY",9414290,37.806694,-122.465,0,01/01/1983 - 12/31/2001,NA,1.804,3.602,3.416,2.792,2.773,2.712,2.168,1.822,1.78,1.248
JACKSONVILLE BEACH,8720291,30.2833,-81.3867,0.0138,05/01/1974 - 04/30/1975,NA,2.853,3.608,3.493,2.72,2.673,2.752,1.947,1.897,1.711,1.546
CHASSAHOWITZKA RIVER,8727246,28.715,-82.5767,0.0299,06/01/1978 - 10/31/1978,NA,3.36,3.625,3.591,3.535,3.528,3.536,3.479,3.448,0.177,0.112
SAKONNET,8450768,41.465,-71.1933,0.0116,04/01/1992 - 10/31/1992,NA,3.147,3.634,3.555,3.071,3.041,3.093,2.588,2.552,1.082,0.967
"FORT POINT, NEWCASTLE ISLAND",8423898,43.0717,-70.7117,0.0081,10/01/2003 - 09/30/2005; 01/01/2008 - 12/31/2010; 08/01/2011 - 07/31/2014,NA,2.35,3.689,3.559,2.244,2.255,2.258,0.929,0.826,2.863,2.631
"SAN LEANDRO MARINA, SAN FRANCISCO BAY",9414688,37.695,-122.192,0.0123,05/01/1975 - 12/31/1975,NA,1.627,3.704,3.509,2.652,2.634,2.572,1.795,1.44,2.264,1.714
"JOHNS ISLAND, CHURCH CREEK",8666101,32.7067,-80.1567,0.0142,03/01/1977 - 02/28/1978,NA,2.769,3.704,3.597,2.553,2.776,2.574,1.51,1.444,2.261,2.088
TACOMA,9446545,47.255,-122.432,0.017,07/01/1977 - 07/31/1977,NA,0.937,3.747,3.479,2.247,2.239,1.944,1.015,0.142,3.605,2.465
"VIRGINIA KEY, BISCAYNE BAY",8723214,25.7314,-80.1618,0.0032,01/01/1998 - 12/31/2010,NA,3.698,3.763,3.747,3.439,3.431,3.429,3.131,3.096,0.667,0.616
"HACKENSACK, HACKENSACK RIVER",8530278,40.88,-74.04,0.0193,08/01/1994 - 10/31/1994,NA,2.863,3.8,3.701,2.785,2.869,2.79,1.869,1.781,2.019,1.832
EDDINGS POINT CREEK,8667972,32.4467,-80.5333,0.0143,03/01/1978 - 02/28/1979,NA,2.946,3.896,3.785,2.808,2.888,2.832,1.831,1.767,2.13,1.955
"SOUTH BEACH, YAQUINA RIVER",9435380,44.625,-124.043,0,01/01/1983 - 12/31/2001,NA,1.626,3.935,3.723,2.768,2.75,2.663,1.813,1.392,2.543,1.91
"WILLETS POINT, LITTLE BAY, EAST RIVER",8516990,40.7933,-73.7817,0,01/01/1983 - 12/31/2000,NA,2.81,3.943,3.832,2.744,2.752,2.756,1.654,1.57,2.373,2.178
"NAPA, NAPA RIVER",9415623,38.2983,-122.28,0.0207,03/01/1979 - 06/30/1979,NA,1.998,4.01,3.865,3.049,3.084,2.964,2.233,1.919,2.091,1.632
"CROCKETT, CARQUINEZ STRAIT",9415143,38.0583,-122.223,0.0131,07/01/1977 - 06/30/1978,NA,2.094,4.024,3.855,3.185,3.192,3.118,2.515,2.212,1.812,1.34
"SACRAMENTO, SACRAMENTO RIVER",9416174,38.58,-121.507,0.0108,07/01/1979 - 09/30/1979; 07/01/1980 - 08/31/1980; 07/01/1981 - 09/30/1981; 07/01/1982 - 07/31/1982; 09/01/1982 - 09/30/1982; 08/01/1983 - 09/30/1983; 07/01/1984 - 09/30/1984; 07/01/1985 - 09/30/1985; 07/01/1986 - 09/30/1986; 07/01/1987 - 09/30/1987,NA,1.604,4.03,3.939,3.8,3.81,3.827,3.66,3.624,0.406,0.279
"TOKE POINT, WILLAPA BAY",9440910,46.70747,-123.966917,0,01/01/1983 - 12/31/2001,NA,1.627,4.097,3.871,2.833,2.836,2.737,1.795,1.378,2.72,2.075
"UNION, HOOD CANAL",9445478,47.3583,-123.098,0.0157,06/01/1977 - 09/30/1977,NA,1.359,4.107,3.806,2.609,2.616,2.3,1.411,0.494,3.613,2.394
WHITNEY POINT,9445246,47.7617,-122.85,0.0167,02/01/1978 - 02/28/1978,NA,1.407,4.116,3.822,2.665,2.66,2.355,1.509,0.593,3.524,2.313
"DUXBURY, DUXBURY HARBOR",8446166,42.0383,-70.67,0.0185,06/01/1990 - 08/31/1990,NA,2.684,4.132,3.998,2.491,2.552,2.505,0.983,0.877,3.255,3.015
"PLYMOUTH, PLYMOUTH HARBOR",8446493,41.96,-70.6617,0.0185,06/01/1990 - 08/31/1990,NA,2.687,4.14,4.006,2.519,2.569,2.534,1.032,0.929,3.211,2.974
BOCA CHICA MARINA,8724493,24.575,-81.7083,0.0183,03/01/2000 - 05/31/2000,NA,4.214,4.157,4.081,3.954,3.976,3.967,3.828,3.776,0.381,0.254
"CRESCENT HARBOR, WHIDBEY ISLAND",9447952,48.2867,-122.617,0.0199,03/01/1977 - 03/31/1977,NA,1.29,4.169,3.896,2.683,2.687,2.392,1.47,0.615,3.554,2.425
"OLYMPIA, BUD INLET, PUGET SOUND",9446969,47.06,-122.903,0.0164,04/01/1977 - 03/31/1978,NA,0.962,4.172,3.864,2.267,2.281,1.953,0.67,-0.265,4.438,3.194
"BOSTON, BOSTON HARBOR",8443970,42.3548,-71.0534,0,01/01/1983 - 12/31/2001,NA,2.752,4.205,4.071,2.624,2.66,2.64,1.178,1.074,3.131,2.893
BREMERTON,9445958,47.5617,-122.623,0.012,08/01/1977 - 02/28/1978,NA,1.408,4.217,3.949,2.728,2.719,2.428,1.507,0.639,3.578,2.442
"POINT SAN QUENTIN, SAN FRANCISCO BAY",9414873,37.945,-122.475,0.0153,09/01/1978 - 11/30/1978,NA,2.423,4.236,4.052,3.425,3.411,3.355,2.798,2.474,1.762,1.254
"BELFAST, PENOBSCOT BAY",8415191,44.4267,-69.005,0.0167,05/01/1984 - 06/30/1984,NA,2.655,4.241,4.117,2.558,2.574,2.56,0.999,0.879,3.362,3.118
"KIRBY PARK, ELKHORN SLOUGH",9413651,36.84133,-121.745278,0.0137,06/01/2008 - 09/30/2008,NA,2.531,4.252,4.034,3.468,3.473,3.412,2.902,2.572,1.68,1.131
"BAR PILOTS DOCK, ST JOHNS RIVER",8720218,30.3967,-81.43,0.005,01/01/2001 - 12/31/2010; 01/01/2012 - 12/31/2014; 01/01/2016 - 12/31/2016,NA,3.677,4.275,4.192,3.502,3.517,3.52,2.813,2.766,1.509,1.38
"PINOLE POINT, SAN PABLO BAY",9415056,38.015,-122.363,0.0152,12/01/2010 - 02/28/2011,NA,2.45,4.333,4.152,3.458,3.445,3.382,2.763,2.431,1.902,1.389
"SNOW HILL, POCOMOKE RIVER",8571359,38.17833,-75.396667,0.007,09/01/2005 - 08/31/2009,NA,4.132,4.359,4.325,4.076,4.103,4.067,3.827,3.775,0.584,0.498
SOUTH BEND,9440875,46.6633,-123.798,0.0149,06/01/1982 - 06/30/1982,NA,1.821,4.386,4.168,3.001,3.046,2.89,1.834,1.394,2.992,2.334
"BRANFORD, BRANFORD RIVER",8465233,41.2617,-72.8183,0.0147,07/01/1989 - 10/31/1989,NA,3.512,4.418,4.322,3.431,3.426,3.444,2.54,2.47,1.949,1.782
